0: (-2.000000, 2.000000)
1: (-1.920000, 2.000000)
2: (-1.840000, 2.000000)
3: (-1.760000, 2.000000)
4: (-1.680000, 2.000000)
5: (-1.600000, 2.000000)
6: (-1.520000, 2.000000)
7: (-1.440000, 2.000000)
8: (-1.360000, 2.000000)
9: (-1.280000, 2.000000)
10: (-1.200000, 2.000000)
11: (-1.120000, 2.000000)
12: (-1.040000, 2.000000)
13: (-0.960000, 2.000000)
14: (-0.880000, 2.000000)
15: (-0.800000, 2.000000)
16: (-0.720000, 2.000000)
17: (-0.640000, 2.000000)
18: (-0.560000, 2.000000)
19: (-0.480000, 2.000000)
20: (-0.400000, 2.000000)
21: (-0.320000, 2.000000)
22: (-0.240000, 2.000000)
23: (-0.160000, 2.000000)
24: (-0.080000, 2.000000)
25: (0.000000, 2.000000)
26: (0.080000, 2.000000)
27: (0.160000, 2.000000)
28: (0.240000, 2.000000)
29: (0.320000, 2.000000)
30: (0.400000, 2.000000)
31: (0.480000, 2.000000)
32: (0.560000, 2.000000)
33: (0.640000, 2.000000)
34: (0.720000, 2.000000)
35: (0.800000, 2.000000)
36: (0.880000, 2.000000)
37: (0.960000, 2.000000)
38: (1.040000, 2.000000)
39: (1.120000, 2.000000)
40: (1.200000, 2.000000)
41: (1.280000, 2.000000)
42: (1.360000, 2.000000)
43: (1.440000, 2.000000)
44: (1.520000, 2.000000)
45: (1.600000, 2.000000)
46: (1.680000, 2.000000)
47: (1.760000, 2.000000)
48: (1.840000, 2.000000)
49: (1.920000, 2.000000)
50: (2.000000, -1.920000)
51: (2.000000, -1.840000)
52: (2.000000, -1.760000)
53: (2.000000, -1.680000)
54: (2.000000, -1.600000)
55: (2.000000, -1.520000)
56: (2.000000, -1.440000)
57: (2.000000, -1.360000)
58: (2.000000, -1.280000)
59: (2.000000, -1.200000)
60: (2.000000, -1.120000)
61: (2.000000, -1.040000)
62: (2.000000, -0.960000)
63: (2.000000, -0.880000)
64: (2.000000, -0.800000)
65: (2.000000, -0.720000)
66: (2.000000, -0.640000)
67: (2.000000, -0.560000)
68: (2.000000, -0.480000)
69: (2.000000, -0.400000)
70: (2.000000, -0.320000)
71: (2.000000, -0.240000)
72: (2.000000, -0.160000)
73: (2.000000, -0.080000)
74: (2.000000, 0.000000)
75: (2.000000, 0.080000)
76: (2.000000, 0.160000)
77: (2.000000, 0.240000)
78: (2.000000, 0.320000)
79: (2.000000, 0.400000)
80: (2.000000, 0.480000)
81: (2.000000, 0.560000)
82: (2.000000, 0.640000)
83: (2.000000, 0.720000)
84: (2.000000, 0.800000)
85: (2.000000, 0.880000)
86: (2.000000, 0.960000)
87: (2.000000, 1.040000)
88: (2.000000, 1.120000)
89: (2.000000, 1.200000)
90: (2.000000, 1.280000)
91: (2.000000, 1.360000)
92: (2.000000, 1.440000)
93: (2.000000, 1.520000)
94: (2.000000, 1.600000)
95: (2.000000, 1.680000)
96: (2.000000, 1.760000)
97: (2.000000, 1.840000)
98: (2.000000, 1.920000)
99: (2.000000, 2.000000)
100: (-2.000000, -2.000000)
101: (-1.920000, -2.000000)
102: (-1.840000, -2.000000)
103: (-1.760000, -2.000000)
104: (-1.680000, -2.000000)
105: (-1.600000, -2.000000)
106: (-1.520000, -2.000000)
107: (-1.440000, -2.000000)
108: (-1.360000, -2.000000)
109: (-1.280000, -2.000000)
110: (-1.200000, -2.000000)
111: (-1.120000, -2.000000)
112: (-1.040000, -2.000000)
113: (-0.960000, -2.000000)
114: (-0.880000, -2.000000)
115: (-0.800000, -2.000000)
116: (-0.720000, -2.000000)
117: (-0.640000, -2.000000)
118: (-0.560000, -2.000000)
119: (-0.480000, -2.000000)
120: (-0.400000, -2.000000)
121: (-0.320000, -2.000000)
122: (-0.240000, -2.000000)
123: (-0.160000, -2.000000)
124: (-0.080000, -2.000000)
125: (0.000000, -2.000000)
126: (0.080000, -2.000000)
127: (0.160000, -2.000000)
128: (0.240000, -2.000000)
129: (0.320000, -2.000000)
130: (0.400000, -2.000000)
131: (0.480000, -2.000000)
132: (0.560000, -2.000000)
133: (0.640000, -2.000000)
134: (0.720000, -2.000000)
135: (0.800000, -2.000000)
136: (0.880000, -2.000000)
137: (0.960000, -2.000000)
138: (1.040000, -2.000000)
139: (1.120000, -2.000000)
140: (1.200000, -2.000000)
141: (1.280000, -2.000000)
142: (1.360000, -2.000000)
143: (1.440000, -2.000000)
144: (1.520000, -2.000000)
145: (1.600000, -2.000000)
146: (1.680000, -2.000000)
147: (1.760000, -2.000000)
148: (1.840000, -2.000000)
149: (1.920000, -2.000000)
150: (2.000000, -2.000000)
151: (-2.000000, -1.920000)
152: (-2.000000, -1.840000)
153: (-2.000000, -1.760000)
154: (-2.000000, -1.680000)
155: (-2.000000, -1.600000)
156: (-2.000000, -1.520000)
157: (-2.000000, -1.440000)
158: (-2.000000, -1.360000)
159: (-2.000000, -1.280000)
160: (-2.000000, -1.200000)
161: (-2.000000, -1.120000)
162: (-2.000000, -1.040000)
163: (-2.000000, -0.960000)
164: (-2.000000, -0.880000)
165: (-2.000000, -0.800000)
166: (-2.000000, -0.720000)
167: (-2.000000, -0.640000)
168: (-2.000000, -0.560000)
169: (-2.000000, -0.480000)
170: (-2.000000, -0.400000)
171: (-2.000000, -0.320000)
172: (-2.000000, -0.240000)
173: (-2.000000, -0.160000)
174: (-2.000000, -0.080000)
175: (-2.000000, 0.000000)
176: (-2.000000, 0.080000)
177: (-2.000000, 0.160000)
178: (-2.000000, 0.240000)
179: (-2.000000, 0.320000)
180: (-2.000000, 0.400000)
181: (-2.000000, 0.480000)
182: (-2.000000, 0.560000)
183: (-2.000000, 0.640000)
184: (-2.000000, 0.720000)
185: (-2.000000, 0.800000)
