0: (8.000000, -4.000000)
1: (6.493959, -0.872674)
2: (3.109916, -0.100288)
3: (0.396125, -2.264465)
4: (0.396125, -5.735535)
5: (3.109916, -7.899712)
6: (6.493959, -7.127326)
7: (0.000000, 4.000000)
8: (-1.506041, 7.127326)
9: (-4.890084, 7.899712)
10: (-7.603875, 5.735535)
11: (-7.603875, 2.264465)
12: (-4.890084, 0.100288)
13: (-1.506041, 0.872674)
14: (12.000000, 8.000000)
15: (10.000000, 11.464102)
16: (6.000000, 11.464102)
17: (4.000000, 8.000000)
18: (6.000000, 4.535898)
19: (10.000000, 4.535898)
