0: (0.000000, 0.000000)
1: (1.000000, 0.000000)
2: (2.000000, 0.000000)
3: (3.000000, 0.000000)
4: (4.000000, 0.000000)
5: (5.000000, 0.000000)
6: (6.000000, 0.000000)
7: (7.000000, 0.000000)
8: (8.000000, 0.000000)
9: (9.000000, 0.000000)
10: (10.000000, 0.000000)
11: (10.000000, 0.333333)
12: (12.000000, 0.333333)
13: (12.000000, 0.000000)
14: (12.000000, -1.000000)
15: (12.000000, -2.000000)
16: (10.200000, -2.000000)
17: (10.150000, -2.500000)
18: (10.000000, -3.000000)
19: (9.666667, -3.333333)
20: (9.333333, -3.666667)
21: (9.000000, -4.000000)
22: (8.000000, -4.000000)
23: (7.000000, -4.000000)
24: (6.000000, -4.000000)
25: (6.000000, -5.000000)
26: (5.700000, -5.800000)
27: (5.000000, -6.400000)
28: (4.000000, -7.000000)
29: (3.000000, -7.100000)
30: (2.000000, -7.000000)
31: (1.000000, -6.800000)
32: (1.000000, -8.000000)
33: (1.000000, -9.000000)
34: (1.000000, -10.000000)
35: (1.000000, -11.000000)
36: (1.000000, -12.000000)
37: (0.000000, -12.000000)
38: (-1.000000, -12.000000)
39: (-2.000000, -12.000000)
40: (-3.000000, -12.000000)
41: (-4.000000, -12.000000)
42: (-4.000000, -11.000000)
43: (-4.000000, -10.000000)
44: (-4.000000, -9.000000)
45: (-3.900000, -8.500000)
46: (-3.700000, -8.000000)
47: (-3.500000, -7.500000)
48: (-3.000000, -7.000000)
49: (-2.500000, -6.000000)
50: (-2.500000, -5.000000)
51: (-3.000000, -4.000000)
52: (-3.500000, -3.600000)
53: (-4.000000, -3.300000)
54: (-4.600000, -3.000000)
55: (-4.700000, -2.500000)
56: (-4.200000, -2.100000)
57: (-4.000000, -2.000000)
58: (-3.750000, -1.000000)
59: (-3.400000, 0.000000)
60: (-2.700000, 0.000000)
61: (-2.800000, 0.300000)
62: (-2.900000, 0.700000)
63: (-2.500000, 1.000000)
64: (-2.000000, 0.600000)
65: (-1.500000, 0.500000)
66: (-1.000000, 0.100000)
67: (11.000000, 0.333333)
68: (11.000000, -2.000000)
69: (8.500000, -4.000000)
70: (-2.600000, -6.500000)
71: (-2.500000, -5.500000)
72: (-2.600000, -4.500000)
73: (-3.260000, -3.870000)
74: (-3.70000, -3.50000)
75: (-0.60000, -0.060000)
76: (-3.50000, -0.400000)
78: (-4.60000, -2.900000)
79: (-3.80000, -1.400000)
80: (-3.60000, -0.7.00000)
