0: (-2.000000, 2.000000)
1: (-1.200000, 2.000000)
2: (-0.400000, 2.000000)
3: (0.400000, 2.000000)
4: (1.200000, 2.000000)
5: (2.000000, -1.200000)
6: (2.000000, -0.400000)
7: (2.000000, 0.400000)
8: (2.000000, 1.200000)
9: (2.000000, 2.000000)
10: (-2.000000, -2.000000)
11: (-1.200000, -2.000000)
12: (-0.400000, -2.000000)
13: (0.400000, -2.000000)
14: (1.200000, -2.000000)
15: (2.000000, -2.000000)
16: (-2.000000, -1.200000)
17: (-2.000000, -0.400000)
18: (-2.000000, 0.400000)
19: (-2.000000, 1.200000)
